interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,nuclear
2023-12-02T07:40:00-05:00,2023-12-02T12:40:00+00:00,2023-12-02T07:45:00-05:00,2023-12-02T12:45:00+00:00,2548.0
2023-12-02T07:45:00-05:00,2023-12-02T12:45:00+00:00,2023-12-02T07:50:00-05:00,2023-12-02T12:50:00+00:00,2549.5
2023-12-02T07:50:00-05:00,2023-12-02T12:50:00+00:00,2023-12-02T07:55:00-05:00,2023-12-02T12:55:00+00:00,2551.0
2023-12-02T07:55:00-05:00,2023-12-02T12:55:00+00:00,2023-12-02T08:00:00-05:00,2023-12-02T13:00:00+00:00,2551.0
2023-12-02T08:00:00-05:00,2023-12-02T13:00:00+00:00,2023-12-02T08:05:00-05:00,2023-12-02T13:05:00+00:00,2551.0
2023-12-02T08:05:00-05:00,2023-12-02T13:05:00+00:00,2023-12-02T08:10:00-05:00,2023-12-02T13:10:00+00:00,2550.5
2023-12-02T08:10:00-05:00,2023-12-02T13:10:00+00:00,2023-12-02T08:15:00-05:00,2023-12-02T13:15:00+00:00,2550.0
2023-12-02T08:15:00-05:00,2023-12-02T13:15:00+00:00,2023-12-02T08:20:00-05:00,2023-12-02T13:20:00+00:00,2549.5
2023-12-02T08:20:00-05:00,2023-12-02T13:20:00+00:00,2023-12-02T08:25:00-05:00,2023-12-02T13:25:00+00:00,2551.0
2023-12-02T08:25:00-05:00,2023-12-02T13:25:00+00:00,2023-12-02T08:30:00-05:00,2023-12-02T13:30:00+00:00,2549.0
2023-12-02T08:30:00-05:00,2023-12-02T13:30:00+00:00,2023-12-02T08:35:00-05:00,2023-12-02T13:35:00+00:00,2551.0
2023-12-02T08:35:00-05:00,2023-12-02T13:35:00+00:00,2023-12-02T08:40:00-05:00,2023-12-02T13:40:00+00:00,2550.0
2023-12-02T08:40:00-05:00,2023-12-02T13:40:00+00:00,2023-12-02T08:45:00-05:00,2023-12-02T13:45:00+00:00,2549.0
2023-12-02T08:45:00-05:00,2023-12-02T13:45:00+00:00,2023-12-02T08:50:00-05:00,2023-12-02T13:50:00+00:00,2550.5
2023-12-02T08:50:00-05:00,2023-12-02T13:50:00+00:00,2023-12-02T08:55:00-05:00,2023-12-02T13:55:00+00:00,2552.0
2023-12-02T08:55:00-05:00,2023-12-02T13:55:00+00:00,2023-12-02T09:00:00-05:00,2023-12-02T14:00:00+00:00,2552.0
2023-12-02T09:00:00-05:00,2023-12-02T14:00:00+00:00,2023-12-02T09:05:00-05:00,2023-12-02T14:05:00+00:00,2556.0
2023-12-02T09:05:00-05:00,2023-12-02T14:05:00+00:00,2023-12-02T09:10:00-05:00,2023-12-02T14:10:00+00:00,2560.0
2023-12-02T09:10:00-05:00,2023-12-02T14:10:00+00:00,2023-12-02T09:15:00-05:00,2023-12-02T14:15:00+00:00,2559.0
2023-12-02T09:15:00-05:00,2023-12-02T14:15:00+00:00,2023-12-02T09:20:00-05:00,2023-12-02T14:20:00+00:00,2561.0
2023-12-02T09:20:00-05:00,2023-12-02T14:20:00+00:00,2023-12-02T09:25:00-05:00,2023-12-02T14:25:00+00:00,2563.0
2023-12-02T09:25:00-05:00,2023-12-02T14:25:00+00:00,2023-12-02T09:30:00-05:00,2023-12-02T14:30:00+00:00,2564.0
2023-12-02T09:30:00-05:00,2023-12-02T14:30:00+00:00,2023-12-02T09:35:00-05:00,2023-12-02T14:35:00+00:00,2564.0
2023-12-02T09:35:00-05:00,2023-12-02T14:35:00+00:00,2023-12-02T09:40:00-05:00,2023-12-02T14:40:00+00:00,2564.0
2023-12-02T09:40:00-05:00,2023-12-02T14:40:00+00:00,2023-12-02T09:45:00-05:00,2023-12-02T14:45:00+00:00,2564.0
2023-12-02T09:45:00-05:00,2023-12-02T14:45:00+00:00,2023-12-02T09:50:00-05:00,2023-12-02T14:50:00+00:00,2565.0
2023-12-02T09:50:00-05:00,2023-12-02T14:50:00+00:00,2023-12-02T09:55:00-05:00,2023-12-02T14:55:00+00:00,2566.0
2023-12-02T09:55:00-05:00,2023-12-02T14:55:00+00:00,2023-12-02T10:00:00-05:00,2023-12-02T15:00:00+00:00,2566.5
2023-12-02T10:00:00-05:00,2023-12-02T15:00:00+00:00,2023-12-02T10:05:00-05:00,2023-12-02T15:05:00+00:00,2567.0
2023-12-02T10:05:00-05:00,2023-12-02T15:05:00+00:00,2023-12-02T10:10:00-05:00,2023-12-02T15:10:00+00:00,2567.0
2023-12-02T10:10:00-05:00,2023-12-02T15:10:00+00:00,2023-12-02T10:15:00-05:00,2023-12-02T15:15:00+00:00,2568.0
2023-12-02T10:15:00-05:00,2023-12-02T15:15:00+00:00,2023-12-02T10:20:00-05:00,2023-12-02T15:20:00+00:00,2566.0
2023-12-02T10:20:00-05:00,2023-12-02T15:20:00+00:00,2023-12-02T10:25:00-05:00,2023-12-02T15:25:00+00:00,2564.0
2023-12-02T10:25:00-05:00,2023-12-02T15:25:00+00:00,2023-12-02T10:30:00-05:00,2023-12-02T15:30:00+00:00,2566.0
2023-12-02T10:30:00-05:00,2023-12-02T15:30:00+00:00,2023-12-02T10:35:00-05:00,2023-12-02T15:35:00+00:00,2568.0
2023-12-02T10:35:00-05:00,2023-12-02T15:35:00+00:00,2023-12-02T10:40:00-05:00,2023-12-02T15:40:00+00:00,2572.0
2023-12-02T10:40:00-05:00,2023-12-02T15:40:00+00:00,2023-12-02T10:45:00-05:00,2023-12-02T15:45:00+00:00,2573.0
2023-12-02T10:45:00-05:00,2023-12-02T15:45:00+00:00,2023-12-02T10:50:00-05:00,2023-12-02T15:50:00+00:00,2574.0
2023-12-02T10:50:00-05:00,2023-12-02T15:50:00+00:00,2023-12-02T10:55:00-05:00,2023-12-02T15:55:00+00:00,2577.0
2023-12-02T10:55:00-05:00,2023-12-02T15:55:00+00:00,2023-12-02T11:00:00-05:00,2023-12-02T16:00:00+00:00,2576.0
2023-12-02T11:00:00-05:00,2023-12-02T16:00:00+00:00,2023-12-02T11:05:00-05:00,2023-12-02T16:05:00+00:00,2578.5
2023-12-02T11:05:00-05:00,2023-12-02T16:05:00+00:00,2023-12-02T11:10:00-05:00,2023-12-02T16:10:00+00:00,2581.0
2023-12-02T11:10:00-05:00,2023-12-02T16:10:00+00:00,2023-12-02T11:15:00-05:00,2023-12-02T16:15:00+00:00,2574.0
2023-12-02T11:15:00-05:00,2023-12-02T16:15:00+00:00,2023-12-02T11:20:00-05:00,2023-12-02T16:20:00+00:00,2575.0
2023-12-02T11:20:00-05:00,2023-12-02T16:20:00+00:00,2023-12-02T11:25:00-05:00,2023-12-02T16:25:00+00:00,2576.0
2023-12-02T11:25:00-05:00,2023-12-02T16:25:00+00:00,2023-12-02T11:30:00-05:00,2023-12-02T16:30:00+00:00,2574.0
2023-12-02T11:30:00-05:00,2023-12-02T16:30:00+00:00,2023-12-02T11:35:00-05:00,2023-12-02T16:35:00+00:00,2578.0
2023-12-02T11:35:00-05:00,2023-12-02T16:35:00+00:00,2023-12-02T11:40:00-05:00,2023-12-02T16:40:00+00:00,2582.0
2023-12-02T11:40:00-05:00,2023-12-02T16:40:00+00:00,2023-12-02T11:45:00-05:00,2023-12-02T16:45:00+00:00,2587.25
2023-12-02T11:45:00-05:00,2023-12-02T16:45:00+00:00,2023-12-02T11:50:00-05:00,2023-12-02T16:50:00+00:00,2592.5
2023-12-02T11:50:00-05:00,2023-12-02T16:50:00+00:00,2023-12-02T11:55:00-05:00,2023-12-02T16:55:00+00:00,2594.5
2023-12-02T11:55:00-05:00,2023-12-02T16:55:00+00:00,2023-12-02T12:00:00-05:00,2023-12-02T17:00:00+00:00,2596.5
2023-12-02T12:00:00-05:00,2023-12-02T17:00:00+00:00,2023-12-02T12:05:00-05:00,2023-12-02T17:05:00+00:00,2603.25
2023-12-02T12:05:00-05:00,2023-12-02T17:05:00+00:00,2023-12-02T12:10:00-05:00,2023-12-02T17:10:00+00:00,2610.0
2023-12-02T12:10:00-05:00,2023-12-02T17:10:00+00:00,2023-12-02T12:15:00-05:00,2023-12-02T17:15:00+00:00,2624.0
2023-12-02T12:15:00-05:00,2023-12-02T17:15:00+00:00,2023-12-02T12:20:00-05:00,2023-12-02T17:20:00+00:00,2629.0
2023-12-02T12:20:00-05:00,2023-12-02T17:20:00+00:00,2023-12-02T12:25:00-05:00,2023-12-02T17:25:00+00:00,2629.5
2023-12-02T12:25:00-05:00,2023-12-02T17:25:00+00:00,2023-12-02T12:30:00-05:00,2023-12-02T17:30:00+00:00,2630.0
2023-12-02T12:30:00-05:00,2023-12-02T17:30:00+00:00,2023-12-02T12:35:00-05:00,2023-12-02T17:35:00+00:00,2645.0
2023-12-02T12:35:00-05:00,2023-12-02T17:35:00+00:00,2023-12-02T12:40:00-05:00,2023-12-02T17:40:00+00:00,2651.0
2023-12-02T12:40:00-05:00,2023-12-02T17:40:00+00:00,2023-12-02T12:45:00-05:00,2023-12-02T17:45:00+00:00,2657.0
2023-12-02T12:45:00-05:00,2023-12-02T17:45:00+00:00,2023-12-02T12:50:00-05:00,2023-12-02T17:50:00+00:00,2658.0
2023-12-02T12:50:00-05:00,2023-12-02T17:50:00+00:00,2023-12-02T12:55:00-05:00,2023-12-02T17:55:00+00:00,2657.5
2023-12-02T12:55:00-05:00,2023-12-02T17:55:00+00:00,2023-12-02T13:00:00-05:00,2023-12-02T18:00:00+00:00,2657.0
2023-12-02T13:00:00-05:00,2023-12-02T18:00:00+00:00,2023-12-02T13:05:00-05:00,2023-12-02T18:05:00+00:00,2657.0
2023-12-02T13:05:00-05:00,2023-12-02T18:05:00+00:00,2023-12-02T13:10:00-05:00,2023-12-02T18:10:00+00:00,2655.0
2023-12-02T13:10:00-05:00,2023-12-02T18:10:00+00:00,2023-12-02T13:15:00-05:00,2023-12-02T18:15:00+00:00,2653.0
2023-12-02T13:15:00-05:00,2023-12-02T18:15:00+00:00,2023-12-02T13:20:00-05:00,2023-12-02T18:20:00+00:00,2652.0
2023-12-02T13:20:00-05:00,2023-12-02T18:20:00+00:00,2023-12-02T13:25:00-05:00,2023-12-02T18:25:00+00:00,2654.0
2023-12-02T13:25:00-05:00,2023-12-02T18:25:00+00:00,2023-12-02T13:30:00-05:00,2023-12-02T18:30:00+00:00,2652.0
2023-12-02T13:30:00-05:00,2023-12-02T18:30:00+00:00,2023-12-02T13:35:00-05:00,2023-12-02T18:35:00+00:00,2651.0
2023-12-02T13:35:00-05:00,2023-12-02T18:35:00+00:00,2023-12-02T13:40:00-05:00,2023-12-02T18:40:00+00:00,2650.0
2023-12-02T13:40:00-05:00,2023-12-02T18:40:00+00:00,2023-12-02T13:45:00-05:00,2023-12-02T18:45:00+00:00,2652.0
2023-12-02T13:45:00-05:00,2023-12-02T18:45:00+00:00,2023-12-02T13:50:00-05:00,2023-12-02T18:50:00+00:00,2652.0
2023-12-02T13:50:00-05:00,2023-12-02T18:50:00+00:00,2023-12-02T13:55:00-05:00,2023-12-02T18:55:00+00:00,2659.0
2023-12-02T13:55:00-05:00,2023-12-02T18:55:00+00:00,2023-12-02T14:00:00-05:00,2023-12-02T19:00:00+00:00,2660.0
2023-12-02T14:00:00-05:00,2023-12-02T19:00:00+00:00,2023-12-02T14:05:00-05:00,2023-12-02T19:05:00+00:00,2665.0
2023-12-02T14:05:00-05:00,2023-12-02T19:05:00+00:00,2023-12-02T14:10:00-05:00,2023-12-02T19:10:00+00:00,2666.0
2023-12-02T14:10:00-05:00,2023-12-02T19:10:00+00:00,2023-12-02T14:15:00-05:00,2023-12-02T19:15:00+00:00,2669.0
2023-12-02T14:15:00-05:00,2023-12-02T19:15:00+00:00,2023-12-02T14:20:00-05:00,2023-12-02T19:20:00+00:00,2668.0
2023-12-02T14:20:00-05:00,2023-12-02T19:20:00+00:00,2023-12-02T14:25:00-05:00,2023-12-02T19:25:00+00:00,2668.0
2023-12-02T14:25:00-05:00,2023-12-02T19:25:00+00:00,2023-12-02T14:30:00-05:00,2023-12-02T19:30:00+00:00,2667.0
2023-12-02T14:30:00-05:00,2023-12-02T19:30:00+00:00,2023-12-02T14:35:00-05:00,2023-12-02T19:35:00+00:00,2667.0
2023-12-02T14:35:00-05:00,2023-12-02T19:35:00+00:00,2023-12-02T14:40:00-05:00,2023-12-02T19:40:00+00:00,2667.0
2023-12-02T14:40:00-05:00,2023-12-02T19:40:00+00:00,2023-12-02T14:45:00-05:00,2023-12-02T19:45:00+00:00,2666.0
2023-12-02T14:45:00-05:00,2023-12-02T19:45:00+00:00,2023-12-02T14:50:00-05:00,2023-12-02T19:50:00+00:00,2666.0
2023-12-02T14:50:00-05:00,2023-12-02T19:50:00+00:00,2023-12-02T14:55:00-05:00,2023-12-02T19:55:00+00:00,2663.0
2023-12-02T14:55:00-05:00,2023-12-02T19:55:00+00:00,2023-12-02T15:00:00-05:00,2023-12-02T20:00:00+00:00,2662.6666666666665
2023-12-02T15:00:00-05:00,2023-12-02T20:00:00+00:00,2023-12-02T15:05:00-05:00,2023-12-02T20:05:00+00:00,2662.3333333333335
2023-12-02T15:05:00-05:00,2023-12-02T20:05:00+00:00,2023-12-02T15:10:00-05:00,2023-12-02T20:10:00+00:00,2662.0
2023-12-02T15:10:00-05:00,2023-12-02T20:10:00+00:00,2023-12-02T15:15:00-05:00,2023-12-02T20:15:00+00:00,2660.0
2023-12-02T15:15:00-05:00,2023-12-02T20:15:00+00:00,2023-12-02T15:20:00-05:00,2023-12-02T20:20:00+00:00,2658.0
2023-12-02T15:20:00-05:00,2023-12-02T20:20:00+00:00,2023-12-02T15:25:00-05:00,2023-12-02T20:25:00+00:00,2661.0
2023-12-02T15:25:00-05:00,2023-12-02T20:25:00+00:00,2023-12-02T15:30:00-05:00,2023-12-02T20:30:00+00:00,2661.0
2023-12-02T15:30:00-05:00,2023-12-02T20:30:00+00:00,2023-12-02T15:35:00-05:00,2023-12-02T20:35:00+00:00,2661.0
2023-12-02T15:35:00-05:00,2023-12-02T20:35:00+00:00,2023-12-02T15:40:00-05:00,2023-12-02T20:40:00+00:00,2661.0
2023-12-02T15:40:00-05:00,2023-12-02T20:40:00+00:00,2023-12-02T15:45:00-05:00,2023-12-02T20:45:00+00:00,2660.0
2023-12-02T15:45:00-05:00,2023-12-02T20:45:00+00:00,2023-12-02T15:50:00-05:00,2023-12-02T20:50:00+00:00,2660.0
2023-12-02T15:50:00-05:00,2023-12-02T20:50:00+00:00,2023-12-02T15:55:00-05:00,2023-12-02T20:55:00+00:00,2660.0
2023-12-02T15:55:00-05:00,2023-12-02T20:55:00+00:00,2023-12-02T16:00:00-05:00,2023-12-02T21:00:00+00:00,2663.0
2023-12-02T16:00:00-05:00,2023-12-02T21:00:00+00:00,2023-12-02T16:05:00-05:00,2023-12-02T21:05:00+00:00,2664.0
2023-12-02T16:05:00-05:00,2023-12-02T21:05:00+00:00,2023-12-02T16:10:00-05:00,2023-12-02T21:10:00+00:00,2664.0
2023-12-02T16:10:00-05:00,2023-12-02T21:10:00+00:00,2023-12-02T16:15:00-05:00,2023-12-02T21:15:00+00:00,2667.0
2023-12-02T16:15:00-05:00,2023-12-02T21:15:00+00:00,2023-12-02T16:20:00-05:00,2023-12-02T21:20:00+00:00,2670.0
2023-12-02T16:20:00-05:00,2023-12-02T21:20:00+00:00,2023-12-02T16:25:00-05:00,2023-12-02T21:25:00+00:00,2674.0
2023-12-02T16:25:00-05:00,2023-12-02T21:25:00+00:00,2023-12-02T16:30:00-05:00,2023-12-02T21:30:00+00:00,2682.0
2023-12-02T16:30:00-05:00,2023-12-02T21:30:00+00:00,2023-12-02T16:35:00-05:00,2023-12-02T21:35:00+00:00,2682.0
2023-12-02T16:35:00-05:00,2023-12-02T21:35:00+00:00,2023-12-02T16:40:00-05:00,2023-12-02T21:40:00+00:00,2680.0
2023-12-02T16:40:00-05:00,2023-12-02T21:40:00+00:00,2023-12-02T16:45:00-05:00,2023-12-02T21:45:00+00:00,2682.0
2023-12-02T16:45:00-05:00,2023-12-02T21:45:00+00:00,2023-12-02T16:50:00-05:00,2023-12-02T21:50:00+00:00,2684.0
2023-12-02T16:50:00-05:00,2023-12-02T21:50:00+00:00,2023-12-02T16:55:00-05:00,2023-12-02T21:55:00+00:00,2689.0
2023-12-02T16:55:00-05:00,2023-12-02T21:55:00+00:00,2023-12-02T17:00:00-05:00,2023-12-02T22:00:00+00:00,2688.5
2023-12-02T17:00:00-05:00,2023-12-02T22:00:00+00:00,2023-12-02T17:05:00-05:00,2023-12-02T22:05:00+00:00,2688.0
2023-12-02T17:05:00-05:00,2023-12-02T22:05:00+00:00,2023-12-02T17:10:00-05:00,2023-12-02T22:10:00+00:00,2689.0
2023-12-02T17:10:00-05:00,2023-12-02T22:10:00+00:00,2023-12-02T17:15:00-05:00,2023-12-02T22:15:00+00:00,2690.0
2023-12-02T17:15:00-05:00,2023-12-02T22:15:00+00:00,2023-12-02T17:20:00-05:00,2023-12-02T22:20:00+00:00,2688.0
2023-12-02T17:20:00-05:00,2023-12-02T22:20:00+00:00,2023-12-02T17:25:00-05:00,2023-12-02T22:25:00+00:00,2689.0
2023-12-02T17:25:00-05:00,2023-12-02T22:25:00+00:00,2023-12-02T17:30:00-05:00,2023-12-02T22:30:00+00:00,2689.0
2023-12-02T17:30:00-05:00,2023-12-02T22:30:00+00:00,2023-12-02T17:35:00-05:00,2023-12-02T22:35:00+00:00,2689.0
2023-12-02T17:35:00-05:00,2023-12-02T22:35:00+00:00,2023-12-02T17:40:00-05:00,2023-12-02T22:40:00+00:00,2689.0
2023-12-02T17:40:00-05:00,2023-12-02T22:40:00+00:00,2023-12-02T17:45:00-05:00,2023-12-02T22:45:00+00:00,2688.0
2023-12-02T17:45:00-05:00,2023-12-02T22:45:00+00:00,2023-12-02T17:50:00-05:00,2023-12-02T22:50:00+00:00,2687.5
2023-12-02T17:50:00-05:00,2023-12-02T22:50:00+00:00,2023-12-02T17:55:00-05:00,2023-12-02T22:55:00+00:00,2687.0
2023-12-02T17:55:00-05:00,2023-12-02T22:55:00+00:00,2023-12-02T18:00:00-05:00,2023-12-02T23:00:00+00:00,2686.6666666666665
2023-12-02T18:00:00-05:00,2023-12-02T23:00:00+00:00,2023-12-02T18:05:00-05:00,2023-12-02T23:05:00+00:00,2686.3333333333335
2023-12-02T18:05:00-05:00,2023-12-02T23:05:00+00:00,2023-12-02T18:10:00-05:00,2023-12-02T23:10:00+00:00,2686.0
2023-12-02T18:10:00-05:00,2023-12-02T23:10:00+00:00,2023-12-02T18:15:00-05:00,2023-12-02T23:15:00+00:00,2685.5
2023-12-02T18:15:00-05:00,2023-12-02T23:15:00+00:00,2023-12-02T18:20:00-05:00,2023-12-02T23:20:00+00:00,2685.0
2023-12-02T18:20:00-05:00,2023-12-02T23:20:00+00:00,2023-12-02T18:25:00-05:00,2023-12-02T23:25:00+00:00,2686.0
2023-12-02T18:25:00-05:00,2023-12-02T23:25:00+00:00,2023-12-02T18:30:00-05:00,2023-12-02T23:30:00+00:00,2685.0
2023-12-02T18:30:00-05:00,2023-12-02T23:30:00+00:00,2023-12-02T18:35:00-05:00,2023-12-02T23:35:00+00:00,2684.0
2023-12-02T18:35:00-05:00,2023-12-02T23:35:00+00:00,2023-12-02T18:40:00-05:00,2023-12-02T23:40:00+00:00,2686.0
2023-12-02T18:40:00-05:00,2023-12-02T23:40:00+00:00,2023-12-02T18:45:00-05:00,2023-12-02T23:45:00+00:00,2685.5
2023-12-02T18:45:00-05:00,2023-12-02T23:45:00+00:00,2023-12-02T18:50:00-05:00,2023-12-02T23:50:00+00:00,2685.0
2023-12-02T18:50:00-05:00,2023-12-02T23:50:00+00:00,2023-12-02T18:55:00-05:00,2023-12-02T23:55:00+00:00,2688.0
2023-12-02T18:55:00-05:00,2023-12-02T23:55:00+00:00,2023-12-02T19:00:00-05:00,2023-12-03T00:00:00+00:00,2687.5
2023-12-02T19:00:00-05:00,2023-12-03T00:00:00+00:00,2023-12-02T19:05:00-05:00,2023-12-03T00:05:00+00:00,2687.0
2023-12-02T19:05:00-05:00,2023-12-03T00:05:00+00:00,2023-12-02T19:10:00-05:00,2023-12-03T00:10:00+00:00,2688.0
2023-12-02T19:10:00-05:00,2023-12-03T00:10:00+00:00,2023-12-02T19:15:00-05:00,2023-12-03T00:15:00+00:00,2688.0
2023-12-02T19:15:00-05:00,2023-12-03T00:15:00+00:00,2023-12-02T19:20:00-05:00,2023-12-03T00:20:00+00:00,2688.0
2023-12-02T19:20:00-05:00,2023-12-03T00:20:00+00:00,2023-12-02T19:25:00-05:00,2023-12-03T00:25:00+00:00,2686.0
2023-12-02T19:25:00-05:00,2023-12-03T00:25:00+00:00,2023-12-02T19:30:00-05:00,2023-12-03T00:30:00+00:00,2687.0
2023-12-02T19:30:00-05:00,2023-12-03T00:30:00+00:00,2023-12-02T19:35:00-05:00,2023-12-03T00:35:00+00:00,2687.0
2023-12-02T19:35:00-05:00,2023-12-03T00:35:00+00:00,2023-12-02T19:40:00-05:00,2023-12-03T00:40:00+00:00,2687.0
2023-12-02T19:40:00-05:00,2023-12-03T00:40:00+00:00,2023-12-02T19:45:00-05:00,2023-12-03T00:45:00+00:00,2687.0
2023-12-02T19:45:00-05:00,2023-12-03T00:45:00+00:00,2023-12-02T19:50:00-05:00,2023-12-03T00:50:00+00:00,2686.0
2023-12-02T19:50:00-05:00,2023-12-03T00:50:00+00:00,2023-12-02T19:55:00-05:00,2023-12-03T00:55:00+00:00,2686.0
2023-12-02T19:55:00-05:00,2023-12-03T00:55:00+00:00,2023-12-02T20:00:00-05:00,2023-12-03T01:00:00+00:00,2686.0
2023-12-02T20:00:00-05:00,2023-12-03T01:00:00+00:00,2023-12-02T20:05:00-05:00,2023-12-03T01:05:00+00:00,2686.0
2023-12-02T20:05:00-05:00,2023-12-03T01:05:00+00:00,2023-12-02T20:10:00-05:00,2023-12-03T01:10:00+00:00,2686.0
2023-12-02T20:10:00-05:00,2023-12-03T01:10:00+00:00,2023-12-02T20:15:00-05:00,2023-12-03T01:15:00+00:00,2684.0
2023-12-02T20:15:00-05:00,2023-12-03T01:15:00+00:00,2023-12-02T20:20:00-05:00,2023-12-03T01:20:00+00:00,2685.5
2023-12-02T20:20:00-05:00,2023-12-03T01:20:00+00:00,2023-12-02T20:25:00-05:00,2023-12-03T01:25:00+00:00,2687.0
2023-12-02T20:25:00-05:00,2023-12-03T01:25:00+00:00,2023-12-02T20:30:00-05:00,2023-12-03T01:30:00+00:00,2687.5
2023-12-02T20:30:00-05:00,2023-12-03T01:30:00+00:00,2023-12-02T20:35:00-05:00,2023-12-03T01:35:00+00:00,2688.0
2023-12-02T20:35:00-05:00,2023-12-03T01:35:00+00:00,2023-12-02T20:40:00-05:00,2023-12-03T01:40:00+00:00,2686.0
2023-12-02T20:40:00-05:00,2023-12-03T01:40:00+00:00,2023-12-02T20:45:00-05:00,2023-12-03T01:45:00+00:00,2687.0
2023-12-02T20:45:00-05:00,2023-12-03T01:45:00+00:00,2023-12-02T20:50:00-05:00,2023-12-03T01:50:00+00:00,2688.0
2023-12-02T20:50:00-05:00,2023-12-03T01:50:00+00:00,2023-12-02T20:55:00-05:00,2023-12-03T01:55:00+00:00,2687.5
2023-12-02T20:55:00-05:00,2023-12-03T01:55:00+00:00,2023-12-02T21:00:00-05:00,2023-12-03T02:00:00+00:00,2687.0
2023-12-02T21:00:00-05:00,2023-12-03T02:00:00+00:00,2023-12-02T21:05:00-05:00,2023-12-03T02:05:00+00:00,2686.0
2023-12-02T21:05:00-05:00,2023-12-03T02:05:00+00:00,2023-12-02T21:10:00-05:00,2023-12-03T02:10:00+00:00,2685.0
2023-12-02T21:10:00-05:00,2023-12-03T02:10:00+00:00,2023-12-02T21:15:00-05:00,2023-12-03T02:15:00+00:00,2685.0
2023-12-02T21:15:00-05:00,2023-12-03T02:15:00+00:00,2023-12-02T21:20:00-05:00,2023-12-03T02:20:00+00:00,2685.0
2023-12-02T21:20:00-05:00,2023-12-03T02:20:00+00:00,2023-12-02T21:25:00-05:00,2023-12-03T02:25:00+00:00,2635.0
2023-12-02T21:25:00-05:00,2023-12-03T02:25:00+00:00,2023-12-02T21:30:00-05:00,2023-12-03T02:30:00+00:00,2635.0
2023-12-02T21:30:00-05:00,2023-12-03T02:30:00+00:00,2023-12-02T21:35:00-05:00,2023-12-03T02:35:00+00:00,2548.0
2023-12-02T21:35:00-05:00,2023-12-03T02:35:00+00:00,2023-12-02T21:40:00-05:00,2023-12-03T02:40:00+00:00,2480.0
2023-12-02T21:40:00-05:00,2023-12-03T02:40:00+00:00,2023-12-02T21:45:00-05:00,2023-12-03T02:45:00+00:00,2426.0
2023-12-02T21:45:00-05:00,2023-12-03T02:45:00+00:00,2023-12-02T21:50:00-05:00,2023-12-03T02:50:00+00:00,2402.0
2023-12-02T21:50:00-05:00,2023-12-03T02:50:00+00:00,2023-12-02T21:55:00-05:00,2023-12-03T02:55:00+00:00,2378.0
2023-12-02T21:55:00-05:00,2023-12-03T02:55:00+00:00,2023-12-02T22:00:00-05:00,2023-12-03T03:00:00+00:00,2354.0
2023-12-02T22:00:00-05:00,2023-12-03T03:00:00+00:00,2023-12-02T22:05:00-05:00,2023-12-03T03:05:00+00:00,2341.0
2023-12-02T22:05:00-05:00,2023-12-03T03:05:00+00:00,2023-12-02T22:10:00-05:00,2023-12-03T03:10:00+00:00,2345.0
2023-12-02T22:10:00-05:00,2023-12-03T03:10:00+00:00,2023-12-02T22:15:00-05:00,2023-12-03T03:15:00+00:00,2334.0
2023-12-02T22:15:00-05:00,2023-12-03T03:15:00+00:00,2023-12-02T22:20:00-05:00,2023-12-03T03:20:00+00:00,2330.0
2023-12-02T22:20:00-05:00,2023-12-03T03:20:00+00:00,2023-12-02T22:25:00-05:00,2023-12-03T03:25:00+00:00,2320.0
2023-12-02T22:25:00-05:00,2023-12-03T03:25:00+00:00,2023-12-02T22:30:00-05:00,2023-12-03T03:30:00+00:00,2310.0
2023-12-02T22:30:00-05:00,2023-12-03T03:30:00+00:00,2023-12-02T22:35:00-05:00,2023-12-03T03:35:00+00:00,2301.0
2023-12-02T22:35:00-05:00,2023-12-03T03:35:00+00:00,2023-12-02T22:40:00-05:00,2023-12-03T03:40:00+00:00,2288.0
2023-12-02T22:40:00-05:00,2023-12-03T03:40:00+00:00,2023-12-02T22:45:00-05:00,2023-12-03T03:45:00+00:00,2285.3333333333335
2023-12-02T22:45:00-05:00,2023-12-03T03:45:00+00:00,2023-12-02T22:50:00-05:00,2023-12-03T03:50:00+00:00,2282.6666666666665
2023-12-02T22:50:00-05:00,2023-12-03T03:50:00+00:00,2023-12-02T22:55:00-05:00,2023-12-03T03:55:00+00:00,2280.0
2023-12-02T22:55:00-05:00,2023-12-03T03:55:00+00:00,2023-12-02T23:00:00-05:00,2023-12-03T04:00:00+00:00,2277.0
2023-12-02T23:00:00-05:00,2023-12-03T04:00:00+00:00,2023-12-02T23:05:00-05:00,2023-12-03T04:05:00+00:00,2274.0
2023-12-02T23:05:00-05:00,2023-12-03T04:05:00+00:00,2023-12-02T23:10:00-05:00,2023-12-03T04:10:00+00:00,2273.0
2023-12-02T23:10:00-05:00,2023-12-03T04:10:00+00:00,2023-12-02T23:15:00-05:00,2023-12-03T04:15:00+00:00,2272.0
2023-12-02T23:15:00-05:00,2023-12-03T04:15:00+00:00,2023-12-02T23:20:00-05:00,2023-12-03T04:20:00+00:00,2274.0
2023-12-02T23:20:00-05:00,2023-12-03T04:20:00+00:00,2023-12-02T23:25:00-05:00,2023-12-03T04:25:00+00:00,2276.0
2023-12-02T23:25:00-05:00,2023-12-03T04:25:00+00:00,2023-12-02T23:30:00-05:00,2023-12-03T04:30:00+00:00,2268.5
